FishIDs,Stock,Pond,Trial,Chamber.No,Ind,Mass,Volume,SMR.Start.Date,SMR.Date.Time,SMR.Phase,SMR.Temp.true,Temp.factor,Slope.with.BR.SMR,Slope.SMR,SE.SMR,R2.SMR,MR.abs.with.BR,BR.SMR,SMR.abs,SMR,SMR.units,DO.unit,MMR.Date,MMR.Date.Time,MMR.Phase,MMR.Temp.true,Slope.with.BR.MMR,Slope.MMR,SE.MMR,R2.MMR,MR.abs.with.BR.MMR,BR.MMR,MMR.abs,MMR,MMR.units,MMR.Best.Temp,MMR.Best.abs.with.BR,MMR.Best.BR,MR.Best.abs,MMR.Best,MMR.Best.units,Trial.Best.MMR,Experiment,test.Num,Replicate,AS.absolute,AS.absolute.units,AS.factorial,AS.Best.absolute,AS.Best.absolute.units,AS.Best.factorial,K,relative.weight
107,LP,BC,Acute,CH3,27,4.46,78,9/2/21,(2021-Sep-02 02:39:45),M42,23.01583333,23,-0.003398068,-0.003051381,4.40E-05,0.976033148,0.899618115,10.20248823,0.807834682,181.1288526,3.018814209,mg O2,9/2/21,(2021-Sep-02 11:43:26),M4,22.88175,-0.008121563,-0.007790851,9.87E-05,0.981397396,2.155105559,4.07202275,2.06734917,481.8995734,8.031659557,22.94666667,2.684918449,3.23150471,2.598155183,582.5460052,9.709100087,SMR,4,2,1,300.7707208,5.012845347,2.660534567,401.4171526,6.690285877,3.216196629,0.635449049,80.51863216
108,LP,BC,Acute,CH4,28,4.2,78,9/2/21,(2021-Sep-02 10:54:45),M87,22.96941667,23,-0.00381262,-0.003699719,6.38E-05,0.966621244,1.012936999,2.961246859,0.982941434,234.0336747,3.900561245,mg O2,9/2/21,(2021-Sep-02 11:43:26),M4,22.88175,-0.010804083,-0.010766721,9.09E-05,0.99166246,2.872762375,0.345815605,2.862827914,691.5043271,11.52507212,22.88175,2.872762375,0.345815605,2.862827914,691.5043271,11.52507212,MMR,4,2,1,457.4706524,7.624510873,2.954721486,457.4706524,7.624510873,2.954721486,0.604280147,76.60047185
109,LP,BC,Acute,CH5,29,3.82,78,9/2/21,(2021-Sep-02 03:23:45),M46,22.85858333,23,-0.003731438,-0.003201293,5.74E-05,0.963415133,0.996472995,14.20753163,0.854898779,223.7954919,3.729924865,mg O2,9/2/21,(2021-Sep-02 11:54:26),M5,22.9275,-0.00778171,-0.007218981,8.64E-05,0.983377966,2.07837036,7.231437758,1.928074301,506.056247,8.434270784,22.90858333,2.986991797,4.363970758,2.856640349,747.8116096,12.46352683,SMR,4,2,1,282.2607551,4.704345918,2.261244151,524.0161177,8.733601962,3.341495413,0.599947175,76.36657112
110,LP,BC,Acute,CH6,30,4.08,78,9/2/21,(2021-Sep-02 00:38:45),M31,22.8455,23,-0.005160167,-0.004965338,5.77E-05,0.984274363,1.373182251,3.775635266,1.321335898,323.8568377,5.397613961,mg O2,9/2/21,(2021-Sep-02 12:38:26),M9,23.03175,-0.008076295,-0.007899166,7.88E-05,0.988384709,2.152688005,2.193192733,2.105475408,531.6857091,8.861428485,22.86766667,2.929586901,0.884192061,2.903683726,711.6871877,11.86145313,SMR,4,2,1,207.8288714,3.463814523,1.641730688,387.83035,6.463839167,2.197536395,0.605312352,76.88932902
111,LP,BC,Acute,CH7,31,4.73,78,9/2/21,(2021-Sep-02 02:17:45),M40,22.90791667,23,-0.003608169,-0.003626272,4.95E-05,0.978642197,0.951734002,-0.501727809,0.956509116,202.2218005,3.370363342,mg O2,9/2/21,(2021-Sep-02 12:16:26),M7,22.98566667,-0.00968952,-0.009637553,3.98E-05,0.997996585,2.55896346,0.536324716,2.545239106,548.5429108,9.142381847,22.88408333,3.515628684,-0.125551785,3.520042618,744.1950567,12.40325094,SMR,4,2,1,346.3211103,5.772018505,2.712580491,541.9732562,9.032887603,3.68009312,0.613538562,77.27567247
112,LP,BC,Acute,CH8,32,3.85,78,9/2/21,(2021-Sep-02 09:26:45),M79,22.862,23,-0.003729522,-0.003517086,4.44E-05,0.981543069,0.995558499,5.696053941,0.93885095,243.8573895,4.064289825,mg O2,9/2/21,(2021-Sep-02 12:27:26),M8,22.93958333,-0.009567874,-0.009361314,5.61E-05,0.995773108,2.560592771,2.158892436,2.505312327,684.5115648,11.40852608,22.93958333,2.560592771,2.158892436,2.505312327,684.5115648,11.40852608,MMR,4,2,1,440.6541753,7.344236255,2.80701588,440.6541753,7.344236255,2.80701588,0.616267435,78.64261853
113,LP,BC,Acute,CH1,25,3.69,78,9/3/21,(2021-Sep-03 03:10:56),M51,20.98005556,21,-0.002567793,-0.002251721,2.56E-05,0.977540317,0.686925831,12.30908877,0.60237152,163.2443145,2.720738575,mg O2,9/3/21,(2021-Sep-03 09:12:16),M1,20.99377778,-0.009090052,-0.008745986,5.44E-05,0.993172842,2.434352188,3.785073535,2.342210167,648.8116807,10.81352801,20.99377778,2.434352188,3.785073535,2.342210167,648.8116807,10.81352801,MMR,4,3,1,485.5673662,8.092789437,3.974482558,485.5673662,8.092789437,3.974482558,0.620883274,79.36694962
114,LP,BC,Acute,CH2,26,4.14,78,9/3/21,(2021-Sep-03 00:46:56),M39,20.99544444,21,-0.003473402,-0.003031684,4.00E-05,0.969966185,0.923563682,12.71714241,0.806112773,194.7132303,3.245220505,mg O2,9/3/21,(2021-Sep-03 09:24:16),M2,20.97405556,-0.00865934,-0.008277613,4.55E-05,0.994647725,2.306224775,4.40827037,2.204560152,548.3980476,9.139967461,20.97405556,2.306224775,4.40827037,2.204560152,548.3980476,9.139967461,MMR,4,3,1,353.6848173,5.894746955,2.816439575,353.6848173,5.894746955,2.816439575,0.660451862,84.24531579
115,LP,BC,Acute,CH3,27,4.29,78,9/2/21,(2021-Sep-02 21:22:56),M22,21.03688889,21,-0.002877029,-0.002511276,2.24E-05,0.986367001,0.763436926,12.71286375,0.66638223,155.3338531,2.588897551,mg O2,9/3/21,(2021-Sep-03 09:36:16),M3,21.01061111,-0.011050278,-0.010721617,6.18E-05,0.994124927,2.933450889,2.974232291,2.846203245,668.1228276,11.13538046,21.01061111,2.933450889,2.974232291,2.846203245,668.1228276,11.13538046,MMR,4,3,1,512.7889745,8.546482908,4.301205528,512.7889745,8.546482908,4.301205528,0.635449049,80.51863216
116,LP,BC,Acute,CH4,28,4.14,78,9/3/21,(2021-Sep-03 03:22:56),M52,20.99994444,21,-0.003264526,-0.003206759,3.13E-05,0.983298007,0.868024368,1.769527096,0.852664441,205.9575945,3.432626576,mg O2,9/3/21,(2021-Sep-03 09:48:16),M4,21.00683333,-0.008160169,-0.008122499,5.93E-05,0.990590703,2.173281501,0.461630011,2.163248981,538.1216372,8.968693953,21.00683333,2.173281501,0.461630011,2.163248981,538.1216372,8.968693953,MMR,4,3,1,332.1640427,5.536067378,2.612778803,332.1640427,5.536067378,2.612778803,0.604280147,76.60047185
117,LP,BC,Acute,CH5,29,3.81,78,9/3/21,(2021-Sep-03 06:10:56),M66,20.93227778,21,-0.003467961,-0.002956467,2.66E-05,0.985931619,0.926236971,14.74913966,0.789624987,207.2506527,3.454177544,mg O2,9/3/21,(2021-Sep-03 10:00:16),M5,20.98211111,-0.007241559,-0.006680058,5.98E-05,0.985923435,1.935408062,7.753874048,1.785338959,474.8241912,7.91373652,20.94083333,2.004513746,6.982170615,1.864555176,489.3845607,8.156409345,SMR,4,3,1,267.5735385,4.459558975,2.291062465,282.133908,4.7022318,2.361317344,0.599947175,76.36657112
118,LP,BC,Acute,CH6,30,3.96,78,9/3/21,(2021-Sep-03 08:58:56),M80,20.92177778,21,-0.002956608,-0.002904274,3.98E-05,0.967691667,0.788066125,1.770080823,0.774116718,195.4840196,3.258066993,mg O2,9/3/21,(2021-Sep-03 10:12:16),M6,20.94422222,-0.008610557,-0.008380835,6.39E-05,0.989769654,2.296952256,2.667916272,2.235671493,573.2491009,9.554151681,20.94422222,2.296952256,2.667916272,2.235671493,573.2491009,9.554151681,MMR,4,3,1,377.7650813,6.296084688,2.932460168,377.7650813,6.296084688,2.932460168,0.605312352,76.88932902
119,LP,BC,Acute,CH7,31,4.64,78,9/3/21,(2021-Sep-03 02:58:56),M50,20.95061111,21,-0.003503227,-0.003524842,2.66E-05,0.98997035,0.925188257,-0.616990881,0.930896584,200.6242638,3.34373773,mg O2,9/3/21,(2021-Sep-03 10:24:16),M7,20.93911111,-0.010710797,-0.010661089,5.63E-05,0.995058707,2.828678755,0.46409719,2.815550937,606.7997708,10.11332951,20.93227778,3.065427934,-0.104330596,3.068626113,661.3418348,11.02236391,SMR,4,3,1,406.175507,6.769591783,3.024558243,460.717571,7.678626183,3.296419996,0.613538562,77.27567247
120,LP,BC,Acute,CH8,32,3.66,78,9/3/21,(2021-Sep-03 06:58:56),M70,20.94433333,21,-0.003160333,-0.00291319,3.87E-05,0.97026108,0.845781052,7.820160592,0.779639616,213.0162885,3.550271475,mg O2,9/3/21,(2021-Sep-03 10:36:16),M8,20.91788889,-0.007201804,-0.006995056,5.21E-05,0.99023752,1.926338464,2.870781233,1.871037501,505.6858111,8.428096852,20.97483333,2.010532341,2.759445659,1.955052793,534.1674299,8.902790498,SMR,4,3,1,292.6695226,4.877825377,2.37393025,321.1511414,5.352519023,2.507636546,0.616267435,78.64261853
121,LP,BC,Acute,CH1,25,3.61,78,9/3/21,(2021-Sep-03 17:26:42),M3,24.98066667,25,-0.003416106,-0.003049495,4.34E-05,0.976993266,0.914846959,10.7318413,0.816667035,226.2235554,3.77039259,mg O2,9/4/21,(2021-Sep-04 11:04:47),M11,24.98725,-0.007697773,-0.007370889,5.50E-05,0.993482383,2.062879978,4.246468375,1.975280432,554.8540539,9.247567564,24.99216667,2.489165352,3.356268468,2.40562228,666.377363,11.10628938,SMR,4,4,2,328.6304985,5.477174975,2.452680283,440.1538076,7.335896793,2.945658607,0.620883274,79.36694962
122,LP,BC,Acute,CH2,26,4.02,78,9/4/21,(2021-Sep-04 07:00:42),M77,24.91891667,25,-0.004649271,-0.004138272,6.43E-05,0.972332304,1.238231018,10.99094436,1.102137735,274.1636158,4.569393596,mg O2,9/4/21,(2021-Sep-04 10:53:47),M10,24.95508333,-0.009277824,-0.008856382,8.20E-05,0.989981477,2.476288325,4.54246491,2.363803797,612.3844033,10.20640672,24.97916667,2.740049423,4.879762384,2.606341522,648.3436621,10.8057277,SMR,4,4,2,338.2207875,5.637013125,2.233645779,374.1800463,6.236334105,2.36480563,0.660451862,84.24531579
123,LP,BC,Acute,CH3,27,4.26,78,9/4/21,(2021-Sep-04 00:24:42),M41,25.01858333,25,-0.003313524,-0.002967754,3.74E-05,0.981592084,0.879621364,10.4351093,0.787831914,184.9370689,3.082284482,mg O2,9/4/21,(2021-Sep-04 11:15:47),M12,24.97166667,-0.009700489,-0.009356487,4.31E-05,0.997500145,2.576178137,3.546233787,2.484820838,587.428094,9.790468233,25.00533333,2.824226225,3.302978297,2.730942645,641.0663487,10.68443914,SMR,4,4,2,402.4910251,6.708183752,3.176367494,456.1292798,7.602154663,3.466402666,0.635449049,80.51863216
124,LP,BC,Acute,CH4,28,4.02,78,9/3/21,(2021-Sep-03 23:40:42),M37,25.03341667,25,-0.004152645,-0.004104389,6.60E-05,0.970429483,1.105965586,1.162054639,1.093113661,271.9188213,4.531980354,mg O2,9/4/21,(2021-Sep-04 11:15:47),M12,24.97166667,-0.011118105,-0.011070908,0.000105889,0.989320509,2.965865753,0.424503994,2.953275535,757.2501371,12.62083562,24.97166667,2.965865753,0.424503994,2.953275535,757.2501371,12.62083562,MMR,4,4,2,485.3313158,8.088855263,2.784838995,485.3313158,8.088855263,2.784838995,0.604280147,76.60047185
125,LP,BC,Acute,CH5,29,3.76,78,9/4/21,(2021-Sep-04 09:01:42),M88,24.9885,25,-0.004359309,-0.003871198,8.01E-05,0.952054675,1.165086298,11.19698529,1.034631757,275.1680205,4.586133674,mg O2,9/4/21,(2021-Sep-04 11:26:47),M13,24.94675,-0.009411173,-0.008874736,8.68E-05,0.988839926,2.517300593,5.700003403,2.373814374,641.5714524,10.69285754,24.94675,2.517300593,5.700003403,2.373814374,641.5714524,10.69285754,MMR,4,4,2,366.4034319,6.106723865,2.331562553,366.4034319,6.106723865,2.331562553,0.599947175,76.36657112
126,LP,BC,Acute,CH6,30,3.9,78,9/4/21,(2021-Sep-04 04:26:42),M63,24.9345,25,-0.004659958,-0.00456689,7.06E-05,0.972565482,1.243090529,1.997195817,1.218263577,312.3752762,5.206254603,mg O2,9/4/21,(2021-Sep-04 11:37:47),M14,24.93716667,-0.009187127,-0.00904088,5.89E-05,0.995011868,2.454396188,1.591875511,2.415325256,637.2889858,10.6214831,24.98741667,2.524198905,0.76865711,2.504796471,642.2555053,10.70425842,SMR,4,4,2,324.9137096,5.415228493,2.040139007,329.8802291,5.498003818,2.056038215,0.605312352,76.88932902
127,LP,BC,Acute,CH7,31,4.64,78,9/4/21,(2021-Sep-04 09:01:42),M88,24.9885,25,-0.004850952,-0.004861736,4.83E-05,0.988453273,1.281116953,-0.222319821,1.283965129,276.7166227,4.611943712,mg O2,9/4/21,(2021-Sep-04 11:59:47),M16,24.8755,-0.010082959,-0.010107685,0.000135497,0.979235377,2.669039969,-0.245226597,2.675585165,598.5649138,9.976081897,24.91758333,3.259641089,0.096569975,3.256493254,701.8304427,11.69717405,SMR,4,4,2,321.8482911,5.364138185,2.163097063,425.11382,7.085230333,2.536278579,0.613538562,77.27567247
128,LP,BC,Acute,CH8,32,3.7,78,9/4/21,(2021-Sep-04 05:54:42),M71,24.96375,25,-0.003663541,-0.003478333,5.25E-05,0.973465148,0.979923867,5.055422785,0.930384572,251.4552898,4.190921496,mg O2,9/4/21,(2021-Sep-04 12:10:47),M17,24.947,-0.009185248,-0.00897603,9.10E-05,0.988028376,2.460507598,2.277765941,2.404462994,669.7668507,11.16278084,24.947,2.460507598,2.277765941,2.404462994,669.7668507,11.16278084,MMR,4,4,2,418.3115609,6.971859348,2.663562382,418.3115609,6.971859348,2.663562382,0.616267435,78.64261853
129,LP,DB,Acute,CH1,33,4.37,78,9/7/21,(2021-Sep-07 12:10:08),M83,21.03366667,21,-0.003749035,-0.003808428,6.34E-05,0.968129845,0.993749259,-1.584222173,1.009492455,231.0051384,3.850085639,mg O2,9/7/21,(2021-Sep-07 13:14:42),M1,21.05875,-0.008967107,-0.009383424,8.18E-05,0.991113395,2.383349444,-4.642712414,2.494001505,598.0818957,9.968031594,21.05875,2.383349444,-4.642712414,2.494001505,598.0818957,9.968031594,MMR,5,1,1,367.0767573,6.117945955,2.589041525,367.0767573,6.117945955,2.589041525,0.612497652,77.64214898
130,LP,DB,Acute,CH2,34,4.91,78,9/7/21,(2021-Sep-07 09:03:08),M66,21.03425,21,-0.004560011,-0.004498753,6.07E-05,0.978936853,1.199848235,1.343360121,1.183729952,241.08553,4.018092166,mg O2,9/7/21,(2021-Sep-07 13:25:42),M2,21.01208333,-0.011496296,-0.011144444,0.00012051,0.986389856,3.024123664,3.060569796,2.931568248,594.6385899,9.910643165,21.04,3.177791858,0.82153928,3.15168505,641.8910488,10.69818415,SMR,5,1,1,353.5530599,5.892550999,2.466504688,400.8055188,6.680091981,2.662503423,0.63131832,79.39014283
131,LP,DB,Acute,CH3,35,5.24,78,9/7/21,(2021-Sep-07 09:25:08),M68,21.04058333,21,-0.004846023,-0.004765072,4.28E-05,0.990544891,1.269348005,1.670465444,1.248143985,238.195417,3.969923616,mg O2,9/7/21,(2021-Sep-07 13:47:42),M4,21.04308333,-0.007705017,-0.007346885,6.11E-05,0.99190562,2.027097615,4.648043856,1.932877229,392.8612253,6.547687088,21.02116667,2.892517883,-4.660129467,3.027312961,577.7314811,9.628858019,SMR,5,1,1,154.6658084,2.577763473,1.649323192,339.5360642,5.658934403,2.425451709,0.640427942,80.63061209
132,LP,DB,Acute,CH4,36,4.86,78,9/7/21,(2021-Sep-07 10:53:08),M76,21.03508333,21,-0.00453315,-0.004500934,4.00E-05,0.990757932,1.193596629,0.710676628,1.185114017,243.8506207,4.064177012,mg O2,9/7/21,(2021-Sep-07 13:36:42),M3,20.995,-0.009808367,-0.010011644,7.81E-05,0.992861765,2.588938191,-2.072485201,2.642593552,564.6567419,9.410945698,20.995,2.588938191,-2.072485201,2.642593552,564.6567419,9.410945698,MMR,5,1,1,320.8061211,5.346768686,2.315584599,320.8061211,5.346768686,2.315584599,0.681701175,86.45000637
133,LP,DB,Acute,CH5,37,4.92,78,9/7/21,(2021-Sep-07 11:59:08),M82,21.00475,21,-0.004291249,-0.004166351,5.43E-05,0.980349198,1.128976113,2.91051793,1.096117061,222.7880206,3.713133676,mg O2,9/7/21,(2021-Sep-07 13:58:42),M5,21.01808333,-0.009166922,-0.008877257,4.02E-05,0.997588663,2.420947479,3.159891129,2.344448174,505.2690031,8.421150051,21.04008333,3.081147359,2.910687128,2.991464799,608.0213007,10.13368834,SMR,5,1,1,282.4809825,4.708016375,2.267936138,385.2332801,6.420554668,2.729147191,0.632464958,79.88159491
134,LP,DB,Acute,CH6,38,4.62,78,9/7/21,(2021-Sep-07 07:02:08),M55,21.00508333,21,-0.003722609,-0.003516309,4.46E-05,0.981391044,0.983394049,5.541804879,0.92889627,201.0597986,3.350996644,mg O2,9/7/21,(2021-Sep-07 14:20:42),M7,20.9835,-0.007299221,-0.007080402,4.58E-05,0.99508948,1.931899374,2.997840719,1.873984108,418.3000241,6.971667068,21.01408333,2.819918625,2.138352545,2.759618823,597.3200916,9.95533486,SMR,5,1,1,217.2402254,3.620670424,2.080475694,396.260293,6.604338216,2.970857902,0.649440587,82.29151948
135,LP,DB,Acute,CH7,39,4.78,78,9/7/21,(2021-Sep-07 02:38:08),M31,20.98841667,21,-0.004431297,-0.004203334,4.59E-05,0.986018708,1.168054567,5.14439308,1.107965249,231.7918931,3.863198218,mg O2,9/7/21,(2021-Sep-07 14:09:42),M6,21.04341667,-0.010472849,-0.010715523,0.000181536,0.967242175,2.76847663,-2.317170108,2.832626942,619.8308408,10.33051401,21.06441667,3.175029256,1.959964965,3.112799795,651.2133462,10.85355577,SMR,5,1,1,388.0389478,6.467315796,2.674083345,419.4214532,6.990357553,2.809474213,0.64485105,81.57727804
136,LP,DB,Acute,CH8,40,3.76,78,9/7/21,(2021-Sep-07 11:26:08),M79,21.03225,21,-0.003428205,-0.003318388,3.43E-05,0.987581025,0.916235746,3.203320446,0.886885779,235.8738774,3.93123129,mg O2,9/7/21,(2021-Sep-07 14:31:42),M8,21.03466667,-0.007558821,-0.00734129,5.73E-05,0.992869286,2.024826853,2.877842366,1.966555528,547.7870551,9.129784252,21.0115,2.236326611,3.579968673,2.156266819,573.4752178,9.557920296,SMR,5,1,1,311.9131777,5.198552962,2.322372707,337.6013404,5.626689006,2.431279055,0.604607998,77.31966514
137,LP,DB,Acute,CH1,33,4.02,78,9/8/21,(2021-Sep-08 04:03:48),M50,23.06108333,23,-0.004042566,-0.003919911,6.73E-05,0.966385507,1.074465522,3.034076446,1.041865416,249.8478216,4.164130361,mg O2,9/8/21,(2021-Sep-08 11:44:13),M3,23.036,-0.007722432,-0.008052662,7.56E-05,0.989706775,2.051139715,-4.276244101,2.138851456,506.836838,8.447280633,23.039,2.211161899,-1.747656356,2.249805411,565.3971255,9.423285426,SMR,5,2,1,256.9890163,4.283150272,2.028582177,315.5493039,5.259155065,2.262966,0.612497652,77.64214898
138,LP,DB,Acute,CH2,34,4.56,78,9/8/21,(2021-Sep-08 05:53:48),M60,23.07925,23,-0.005336552,-0.005261645,7.08E-05,0.979107114,1.403790675,1.403654427,1.384086305,280.7477293,4.679128821,mg O2,9/8/21,(2021-Sep-08 11:44:13),M3,23.036,-0.010418674,-0.010725238,5.45E-05,0.996966427,2.751530036,-2.942450847,2.832492455,610.4509601,10.17418267,23.036,2.89035661,3.219305727,2.797307194,610.4509601,10.17418267,MMR,5,2,1,329.7032308,5.495053847,2.174375414,329.7032308,5.495053847,2.174375414,0.63131832,79.39014283
139,LP,DB,Acute,CH3,35,4.75,78,9/7/21,(2021-Sep-07 23:39:48),M26,23.02233333,23,-0.005265853,-0.004993579,3.96E-05,0.992624434,1.385382631,5.170552474,1.313750695,267.0224989,4.450374982,mg O2,9/8/21,(2021-Sep-08 11:55:13),M4,23.02558333,-0.009638594,-0.00928799,4.06E-05,0.997755163,2.538574389,3.637501521,2.446233707,505.4201875,8.423669792,23.02558333,2.536627743,-4.165192879,2.642283181,505.4201875,8.423669792,MMR,5,2,1,238.3976886,3.973294809,1.892800006,238.3976886,3.973294809,1.892800006,0.640427942,80.63061209
140,LP,DB,Acute,CH4,36,4.51,78,9/7/21,(2021-Sep-07 20:21:48),M8,23.07616667,23,-0.004934567,-0.004708051,4.85E-05,0.987610077,1.302488761,4.590381937,1.242699552,265.5340923,4.425568204,mg O2,9/8/21,(2021-Sep-08 12:06:13),M5,23.01066667,-0.009507431,-0.009665229,0.000111471,0.98454675,2.513954923,-1.659731539,2.555679825,561.6878737,9.361464562,23.01066667,2.712418288,-1.983803106,2.766227327,561.6878737,9.361464562,MMR,5,2,1,296.1537815,4.935896358,2.115313589,296.1537815,4.935896358,2.115313589,0.681701175,86.45000637
141,LP,DB,Acute,CH5,37,4.36,78,9/8/21,(2021-Sep-08 08:38:48),M75,22.96141667,23,-0.004674188,-0.00453839,4.71E-05,0.987446117,1.234434324,2.905272486,1.198570643,258.3126386,4.305210643,mg O2,9/8/21,(2021-Sep-08 12:06:13),M5,22.94783333,-0.010854366,-0.01056842,8.22E-05,0.992904723,2.867376225,2.634384637,2.791838506,604.2940489,10.07156748,22.94783333,2.800349998,2.74220318,2.723558712,604.2940489,10.07156748,MMR,5,2,1,345.9814103,5.766356839,2.339390176,345.9814103,5.766356839,2.339390176,0.632464958,79.88159491
142,LP,DB,Acute,CH6,38,4.38,78,9/8/21,(2021-Sep-08 08:27:48),M74,22.98491667,23,-0.004381421,-0.004181253,4.60E-05,0.985892941,1.159639497,4.568560204,1.106660668,247.0224706,4.117041177,mg O2,9/8/21,(2021-Sep-08 12:28:13),M7,22.98108333,-0.009424591,-0.009206332,4.43E-05,0.99727128,2.496461035,2.315849809,2.438646747,551.7300332,9.195500554,22.98108333,2.167238884,2.675941326,2.109244843,551.7300332,9.195500554,MMR,5,2,1,304.7075626,5.078459377,2.233521638,304.7075626,5.078459377,2.233521638,0.649440587,82.29151948
143,LP,DB,Acute,CH7,39,4.41,78,9/8/21,(2021-Sep-08 04:03:48),M50,23.0005,23,-0.004443828,-0.004683241,4.26E-05,0.990332724,1.174717109,-5.387537224,1.23800543,270.8983436,4.514972393,mg O2,9/8/21,(2021-Sep-08 13:23:13),M12,22.99625,-0.006901962,-0.007138653,6.15E-05,0.99132824,1.825762102,-3.429340307,1.888373697,417.7817915,6.963029858,22.96758333,2.123927715,-3.00240434,2.187696613,599.9183038,9.998638397,SMR,5,2,1,146.8834479,2.448057465,1.542208734,329.0199602,5.483666003,2.214551392,0.64485105,81.57727804
144,LP,DB,Acute,CH8,40,3.48,78,9/8/21,(2021-Sep-08 09:11:48),M78,22.973,23,-0.004412666,-0.004309304,4.09E-05,0.989459215,1.182047268,2.342389845,1.154359113,321.5484995,5.359141658,mg O2,9/8/21,(2021-Sep-08 12:39:13),M8,22.95408333,-0.009305337,-0.009092574,6.49E-05,0.994023234,2.494016435,2.286464887,2.436991625,686.4765141,11.44127523,22.98658333,2.074361728,2.815916063,2.015949442,703.9104585,11.73184098,SMR,5,2,1,364.9280146,6.082133577,2.134908156,382.361959,6.372699317,2.189126865,0.604607998,77.31966514
145,LP,DB,Acute,CH1,33,4.17,78,9/9/21,(2021-Sep-09 01:27:10),M46,24.98616667,25,-0.004657834,-0.004528175,7.16E-05,0.971310583,1.237158068,2.783680489,1.202719541,285.0046305,4.750077175,mg O2,9/9/21,(2021-Sep-09 09:22:55),M2,24.92633333,-0.009386164,-0.009012506,7.26E-05,0.992403461,2.499798265,3.980941621,2.400282756,597.0852626,9.951421044,24.99983333,2.270602426,-3.836144408,2.357706014,747.8847416,12.46474569,SMR,5,3,1,312.0806321,5.201343869,2.095001971,462.8801111,7.714668518,2.624114353,0.612497652,77.64214898
146,LP,DB,Acute,CH2,34,4.93,78,9/9/21,(2021-Sep-09 04:01:10),M60,25.049,25,-0.005670061,-0.005596661,4.54E-05,0.992288183,1.497440477,1.29451978,1.478055814,318.5465117,5.309108528,mg O2,9/9/21,(2021-Sep-09 09:22:55),M2,24.92633333,-0.012961445,-0.012609592,6.23E-05,0.997131312,3.42679856,2.714606093,3.333774478,731.0908942,12.18484824,24.92633333,2.751530036,-2.942450847,2.832492455,731.0908942,12.18484824,MMR,5,3,1,412.5443825,6.875739709,2.295083661,412.5443825,6.875739709,2.295083661,0.63131832,79.39014283
147,LP,DB,Acute,CH3,35,4.92,78,9/8/21,(2021-Sep-09 08:14:13),M83,25.04158333,25,-0.00534978,-0.005417638,5.87E-05,0.986264305,1.409003762,-1.268421978,1.426875876,294.8090652,4.91348442,mg O2,9/9/21,(2021-Sep-09 09:44:55),M4,24.91341667,-0.01138602,-0.011027887,3.37E-05,0.998897011,3.0024934,3.14537122,2.908053837,612.2218604,10.20369767,24.91341667,2.538574389,3.637501521,2.446233707,612.2218604,10.20369767,MMR,5,3,1,317.4127952,5.290213253,2.076672439,317.4127952,5.290213253,2.076672439,0.640427942,80.63061209
148,LP,DB,Acute,CH4,36,4.68,78,9/9/21,(2021-Sep-09 07:08:11),M77,25.00916667,25,-0.005236836,-0.005282581,3.85E-05,0.993748527,1.384724226,-0.873525886,1.396820151,306.9934398,5.11655733,mg O2,9/9/21,(2021-Sep-09 09:55:55),M5,25.02583333,-0.01138912,-0.011551227,4.35E-05,0.99832793,3.013151271,-1.423349664,3.05603895,677.6139578,11.29356596,25.02583333,2.513954923,-1.659731539,2.555679825,677.6139578,11.29356596,MMR,5,3,1,370.620518,6.177008634,2.207258755,370.620518,6.177008634,2.207258755,0.681701175,86.45000637
149,LP,DB,Acute,CH5,37,4.64,78,9/9/21,(2021-Sep-09 05:40:10),M69,24.96883333,25,-0.005370645,-0.005223488,4.30E-05,0.992055128,1.418752535,2.740019531,1.379878438,298.6749867,4.977916444,mg O2,9/9/21,(2021-Sep-09 09:55:55),M5,24.9555,-0.010959581,-0.010669916,5.24E-05,0.997158069,2.905428765,2.643027687,2.828637479,648.7700639,10.8128344,24.90808333,2.867376225,2.634384637,2.791838506,758.1747576,12.63624596,SMR,5,3,1,350.0950772,5.834917954,2.172160686,459.4997709,7.658329515,2.53846084,0.632464958,79.88159491
150,LP,DB,Acute,CH6,38,4.48,78,9/8/21,(2021-Sep-08 20:30:10),M19,24.91933333,25,-0.005281107,-0.00505908,3.58E-05,0.994121074,1.398901938,4.204182109,1.340089553,303.1876816,5.053128027,mg O2,9/9/21,(2021-Sep-09 10:17:55),M7,24.92708333,-0.010107435,-0.009888616,9.46E-05,0.989319505,2.678793789,2.16493114,2.620799749,598.356107,9.972601783,24.92708333,2.496461035,2.315849809,2.438646747,598.356107,9.972601783,MMR,5,3,1,295.1684254,4.919473756,1.973550191,295.1684254,4.919473756,1.973550191,0.649440587,82.29151948
151,LP,DB,Acute,CH7,39,4.57,78,9/9/21,(2021-Sep-09 08:36:13),M85,24.96616667,25,-0.005064032,-0.004837653,5.54E-05,0.98476033,1.339578163,4.470326122,1.279694651,283.1182855,4.718638092,mg O2,9/9/21,(2021-Sep-09 10:28:55),M8,24.8985,-0.011476983,-0.01171782,0.000124077,0.986942505,3.040528196,-2.098437322,3.104331775,703.9301077,11.73216846,24.8985,2.677339306,-2.401165281,2.741626648,703.9301077,11.73216846,MMR,5,3,1,420.8118222,7.013530369,2.486346321,420.8118222,7.013530369,2.486346321,0.64485105,81.57727804
