"FishIDs","Stock","Pond","Trial","Chamber.No","Ind","Mass","Volume","SMR.Start.Date","SMR.Date.Time","SMR.Phase","SMR.Temp.true","Temp.factor","Slope.with.BR.SMR","Slope.SMR","SE.SMR","R2.SMR","MR.abs.with.BR","BR.SMR","SMR.abs","SMR","SMR.units","DO.unit","MMR.Date","MMR.Date.Time","MMR.Phase","MMR.Temp.true","Slope.with.BR.MMR","Slope.MMR","SE.MMR","R2.MMR","MR.abs.with.BR.MMR","BR.MMR","MMR.abs","MMR","MMR.units","MMR.Best.Temp","MMR.Best","MMR.Best.units","DO.unit.1","Trial.Best.MMR","Experiment","test.Num","Replicate","AS.absolute","AS.absolute.units","AS.factorial","AS.Best.absolute","AS.Best.absolute.units","AS.Best.factorial","K","relative.weight","SMR.nm","SMR.nm.units","MMR.nm","MMR.nm.units","SMR.ms","SMR.ms.units","MMR.ms","MMR.ms.units","MMR.Best.ms","MMR.Best.ms.units","AS.ms","AS.ms.units","AS.Best.ms","AS.Best.ms.units"
33,"UP","LF","Acute","CH1",9,2.59,78,"8/16/21","(2021-Aug-17 08:10:03)","M68",21.04533333,"21",-0.002687911,-0.002383084,4.89e-05,0.952491867,0.729703293,11.34067602,0.646950007,249.7876475,4.163127459,"mg O2","8/17/21","(2021-Aug-17 13:12:52)","M1",21.02558333,-0.005426177,-0.005195322,6.81e-05,0.980128195,1.473076958,4.254471635,1.410405317,544.5580375,9.075967291,25.00955556,544.5580375,9.075967292,"mg O2","MMR",2,1,1,294.77039,4.912839833,2.180083935,294.77039,4.912839833,2.180083935,0.692818695,91.37654896,0.646950007025,0.01078250011881,1.410405317125,0.02350675528369,309.104951725233,5.15174919624552,571.544726988221,9.52574544910399,571.544726988221,9.52574545015354,262.439775262989,4.37399625285846,262.439775262989,4.37399625390802
34,"UP","LF","Acute","CH2",10,4.42,78,"8/16/21","(2021-Aug-17 07:10:03)","M62",21.00708333,"21",-0.003924576,-0.003678202,6.75e-05,0.961508911,1.039573117,6.277715088,0.974311679,220.4325065,3.673875109,"mg O2","8/16/21","(2021-Aug-17 13:45:52)","M4",21.02466667,-0.007015004,-0.006874769,6.55e-05,0.989409877,1.858190452,1.999072081,1.821043885,412.000879,6.866681317,25.01322222,709.4920289,11.82486715,"mg O2","SMR",2,1,1,191.5683725,3.192806208,1.869056817,489.0595224,8.15099204,3.218636127,0.658012506,83.68770807,0.97431167873,0.01623852798178,1.82104388518,0.03035073142114,247.852554587035,4.13087591053351,423.113426166001,7.05189043644234,728.628550293327,12.1438091732671,175.260871578966,2.92101452590883,480.775995706292,8.01293326273356
35,"UP","LF","Acute","CH3",11,4.63,78,"8/16/21","(2021-Aug-16 23:20:03)","M15",21.05233333,"21",-0.003856011,-0.003842213,6.67e-05,0.965637852,1.018495799,0.357819731,1.01485142,219.1903715,3.653172858,"mg O2","8/17/21","(2021-Aug-17 13:45:52)","M4",21.02466667,-0.008165852,-0.008146387,6.04e-05,0.99354746,2.156862827,0.238375557,2.151721394,464.7346422,7.745577371,24.99655556,548.0776799,9.134627998,"mg O2","SMR",2,1,1,245.5442707,4.092404512,2.120232924,328.8873084,5.48145514,2.500464214,0.680959219,86.60612956,1.014851420045,0.01691419033254,2.151721393386,0.03586202322773,244.413379493067,4.07355632451275,476.368735658041,7.93947892865905,561.79816976931,9.36330282914683,231.955356164974,3.86592260414629,317.384790276244,5.28974650463408
36,"UP","LF","Acute","CH4",12,4.39,78,"8/16/21","(2021-Aug-17 04:00:03)","M43",21.01508333,"21",-0.003508972,-0.003428346,5.96e-05,0.965519642,0.929863413,2.297682078,0.908498108,206.9471773,3.449119621,"mg O2","8/17/21","(2021-Aug-17 14:07:52)","M6",21.00341667,-0.005951109,-0.006007159,0.000123315,0.952630398,1.577020097,-0.94183964,1.591873098,362.6134619,6.043557698,25.00311111,620.0618364,10.33436394,"mg O2","SMR",2,1,1,155.6662846,2.594438077,1.752202985,413.1146591,6.885244318,2.996232394,0.656031587,83.61079127,0.908498108347,0.01514163513619,1.591873097741,0.02653121829422,232.974056973241,3.8829009488035,372.497161247185,6.20828602044399,636.962766485521,10.616046108092,139.523104273944,2.32538507164049,403.988709512281,6.73314515928852
37,"UP","LF","Acute","CH5",13,4.28,78,"8/16/21","(2021-Aug-17 03:40:03)","M41",20.93658333,"21",-0.004571522,-0.00468514,5.9e-05,0.981368811,1.213245241,-2.485357572,1.243398723,290.5137203,4.841895339,"mg O2","8/17/21","(2021-Aug-17 13:56:52)","M5",20.973,-0.009976917,-0.010098842,7.82e-05,0.992970063,2.647794019,-1.222070142,2.680151919,626.2037194,10.43672866,24.93533333,762.6675308,12.71112551,"mg O2","SMR",2,1,1,335.6899991,5.594833318,2.155504803,472.1538105,7.869230175,2.625237562,0.583036741,73.7276259,1.243398722884,0.02072331205092,2.680151919032,0.0446691986648,328.541786071553,5.47569643527981,643.936780187175,10.732279673214,784.265022582769,13.0710837062851,315.394994115622,5.25658323793417,455.723236511217,7.59538727100528
38,"UP","LF","Acute","CH6",14,4.88,78,"8/16/21","(2021-Aug-17 02:40:03)","M35",20.92641667,"21",-0.003841736,-0.003605449,7.26e-05,0.954298636,1.011267811,6.15052984,0.949069482,194.4814513,3.241357522,"mg O2","8/16/21","(2021-Aug-17 14:29:52)","M8",20.99016667,-0.006009416,-0.005773114,6.32e-05,0.986075202,1.581870684,3.932199474,1.519668374,311.4074536,5.190124227,24.93166667,685.178079,11.41963465,"mg O2","SMR",2,1,1,116.9260023,1.948766705,1.601219301,490.6966277,8.178277128,3.523102457,0.674217271,85.43100743,0.949069482344,0.01581782470736,1.519668373568,0.02532780622776,214.826036582189,3.58043394340468,318.520703899372,5.30867839866381,700.829095439158,11.680484923986,103.694667317183,1.72824445525913,486.003058856969,8.10005098058129
39,"UP","LF","Acute","CH7",15,4.24,78,"8/16/21","(2021-Aug-17 09:00:03)","M73",20.94083333,"21",-0.003207146,-0.002865513,6.02e-05,0.950619436,0.851612689,10.65225118,0.760896767,179.4567846,2.99094641,"mg O2","8/16/21","(2021-Aug-17 14:29:52)","M8",20.99016667,-0.006623409,-0.006282099,4.73e-05,0.993352156,1.758753504,5.153087526,1.668123397,393.4253294,6.557088823,24.93344444,624.7881255,10.41313543,"mg O2","SMR",2,1,1,213.9685448,3.566142413,2.192312374,445.3313409,7.422189015,3.48155199,0.683952224,87.35426738,0.760896766704,0.0126816127784,1.668123396656,0.02780205660952,203.289513629735,3.38815856049558,404.721128183451,6.74535213604795,642.72667805507,10.7121113060614,201.431614553716,3.35719357555237,439.437164425335,7.32395274556581
40,"UP","LF","Acute","CH8",16,4.97,78,"8/16/21","(2021-Aug-16 23:30:03)","M16",20.93666667,"21",-0.004583608,-0.004233111,5.75e-05,0.978699071,1.20506728,7.646750509,1.112918792,223.9273223,3.732122038,"mg O2","8/17/21","(2021-Aug-17 14:29:52)","M8",20.99016667,-0.00742536,-0.007176935,8.72e-05,0.982878655,1.952186607,3.345626911,1.886873726,379.6526612,6.327544353,24.93166667,463.5331489,7.725552482,"mg O2","SMR",2,1,1,155.7253389,2.595422315,1.69542804,239.6058266,3.993430443,2.07001604,0.63192453,79.62285824,1.112918791831,0.01854864652886,1.886873726164,0.03144789543441,246.543109477599,4.10905182425966,388.036066659301,6.46726777731433,473.768784595988,7.89614641027382,141.492957181702,2.35821595305467,227.225675118388,3.78709458601417
41,"UP","LF","Acute","CH1",9,2.35,78,"8/19/21","(2021-Aug-19 18:39:14)","M9",21.00133333,"21",-0.002547819,-0.002311084,4.08e-05,0.96445784,0.693873128,9.291680534,0.629400654,267.8300655,4.463834425,"mg O2","8/19/21","(2021-Aug-20 09:20:43)","M2",20.98791667,-0.0045974,-0.004361853,5.31e-05,0.98280045,1.252055912,5.123490785,1.187906943,505.4923162,8.424871936,22.86322222,747.1431024,12.45238504,"mg O2","SMR",2,4,2,237.6622507,3.961037512,1.887362105,479.3130369,7.988550615,2.789616248,0.692818695,91.37654896,0.629400653925,0.01049001089875,1.18790694307,0.0197984490496,337.260973828016,5.62101623046694,532.646952659737,8.87744921029314,787.279022727313,13.1213170454552,195.385978831721,3.2564329798262,450.018048899297,7.50030081498828
42,"UP","LF","Acute","CH2",10,4.18,78,"8/19/21","(2021-Aug-20 05:50:14)","M70",20.98275,"21",-0.003679484,-0.003360543,6.31e-05,0.95997235,0.977830224,8.668078497,0.893071133,213.6533811,3.560889685,"mg O2","8/20/21","(2021-Aug-20 09:31:43)","M3",21.00583333,-0.009125974,-0.008994068,6.1e-05,0.994606282,2.425245861,1.445390781,2.390191581,571.8161678,9.530269463,22.86322222,571.8161678,9.530269463,"mg O2","MMR",2,4,2,358.1627867,5.969379778,2.676373128,358.1627867,5.969379778,2.676373128,0.658012506,83.68770807,0.893071132998,0.0148845188833,2.390191581404,0.03983652635534,242.646814169741,4.04411356949569,588.575128691225,9.80958547784399,588.575128691225,9.80958547784399,345.928314521484,5.7654719083483,345.928314521484,5.7654719083483
43,"UP","LF","Acute","CH3",11,4.28,78,"8/19/21","(2021-Aug-20 01:26:14)","M46",21.00766667,"21",-0.002821844,-0.002753988,3.69e-05,0.979383309,0.748894826,2.404659005,0.730886459,170.7678643,2.846131072,"mg O2","8/20/21","(2021-Aug-20 09:31:43)","M3",21.00583333,-0.007288002,-0.007271263,7.49e-05,0.987627782,1.934177494,0.229687579,1.929734928,450.8726468,7.514544113,22.85488889,505.4909535,8.424849225,"mg O2","SMR",2,4,2,280.1047825,4.668413042,2.640266356,334.7230892,5.578718153,2.960105846,0.680959219,86.60612956,0.730886459204,0.01218144098816,1.929734928304,0.03216224880364,193.121271803653,3.21868786377117,463.640619594284,7.72734365956197,519.805627028882,8.66342711714803,270.519347790632,4.50865579579079,326.684355225229,5.44473925337686
44,"UP","LF","Acute","CH4",12,3.98,78,"8/19/21","(2021-Aug-19 22:41:14)","M31",20.98308333,"21",-0.002957821,-0.002891415,4.72e-05,0.969465046,0.788176582,2.245104756,0.770481193,193.5882393,3.226470656,"mg O2","8/19/21","(2021-Aug-20 09:53:43)","M5",21.021,-0.007499478,-0.007448603,7.52e-05,0.988129368,1.998400809,0.678371307,1.984844231,498.7045807,8.311743011,22.87677778,529.1770069,8.819616782,"mg O2","SMR",2,4,2,305.1163414,5.085272357,2.576109905,335.5887676,5.593146127,2.733518363,0.656031587,83.61079127,0.770481192414,0.01284135321088,1.984844231186,0.03308073718378,221.799954694085,3.69666591271382,514.346118227297,8.5724353031007,545.774291810419,9.09623819718411,292.546163533211,4.87576939038689,323.974337116334,5.39957228447029
45,"UP","LF","Acute","CH5",13,4.12,78,"8/19/21","(2021-Aug-20 02:54:14)","M54",20.9225,"21",-0.002979006,-0.003026152,4.48e-05,0.974879092,0.792320377,-1.582579627,0.804859478,195.3542422,3.255904036,"mg O2","8/20/21","(2021-Aug-20 09:53:43)","M5",20.96275,-0.010272262,-0.010394187,7.1e-05,0.994521518,2.732092989,-1.186933571,2.764521118,671.0002714,11.18333786,22.96644444,717.3681086,11.95613514,"mg O2","SMR",2,4,2,475.6460292,7.92743382,3.434787307,522.0138664,8.700231107,3.672139906,0.583036741,73.7276259,0.804859477864,0.01341432462832,2.764521118168,0.0460753519832,222.440285531875,3.70733809143882,691.072687888062,11.5178781349007,738.827580473281,12.313793004455,468.632402356187,7.81054004346192,516.387294941406,8.60645491301615
46,"UP","LF","Acute","CH6",14,4.53,78,"8/19/21","(2021-Aug-19 18:50:14)","M10",20.97108333,"21",-0.003296677,-0.003096109,5.49e-05,0.964235127,0.871944726,6.083954287,0.818896008,180.7717457,3.012862428,"mg O2","8/19/21","(2021-Aug-20 10:04:43)","M6",20.95333333,-0.00716402,-0.006940796,5.63e-05,0.992303814,1.89482597,3.115902933,1.835785032,405.250559,6.754175983,22.83655556,710.6687093,11.84447849,"mg O2","SMR",2,4,2,224.4788133,3.741313555,2.241780414,529.8969636,8.83161606,3.931304124,0.674217271,85.43100743,0.818896008021,0.01364826679884,1.83578503227,0.03059641720299,202.364451657398,3.37274086058348,415.764855783747,6.92941426272047,729.107133525598,12.1517855604699,213.400404126349,3.55667340213699,526.7426818682,8.77904469988639
47,"UP","LF","Acute","CH7",15,4.04,78,"8/19/21","(2021-Aug-19 18:39:14)","M9",20.949,"21",-0.003257152,-0.002915992,5.07e-05,0.965505292,0.867236317,10.47418678,0.776400365,192.1783082,3.202971804,"mg O2","8/19/21","(2021-Aug-20 10:37:43)","M9",20.92658333,-0.006608318,-0.0062672,9.99e-05,0.97088016,1.759504387,5.161948477,1.668679677,413.0395239,6.883992066,22.85644444,464.2759911,7.737933185,"mg O2","SMR",2,4,2,220.8612157,3.681020262,2.149251535,272.0976829,4.534961382,2.415860538,0.683952224,87.35426738,0.776400365128,0.01294000608816,1.668679676556,0.02781132794664,219.594657548142,3.65991095989747,425.734887099499,7.09558145268906,478.546180732625,7.97576967887708,206.140229551358,3.43567049279159,258.951523184483,4.31585871897961
48,"UP","LF","Acute","CH8",16,4.63,78,"8/19/21","(2021-Aug-20 05:50:14)","M70",20.93008333,"21",-0.003206289,-0.003066269,5.97e-05,0.957772019,0.846883504,4.367040086,0.809899762,174.9243547,2.915405912,"mg O2","8/20/21","(2021-Aug-20 11:21:43)","M13",20.96441667,-0.00586346,-0.005694262,5.29e-05,0.989935002,1.548727298,2.885625113,1.504036835,324.8459686,5.414099477,22.89611111,510.0780475,8.501300792,"mg O2","SMR",2,4,2,149.9216139,2.498693565,1.857065411,335.1536928,5.58589488,2.915992163,0.63192453,79.62285824,0.809899762261,0.01349832937256,1.504036834618,0.02506728057851,195.053516243851,3.2508919377692,332.978111149713,5.54963518617022,522.847260587748,8.71412101013747,137.924594905862,2.29874324840102,327.793744343897,5.46322907236827
49,"UP","LF","Acute","CH1",9,2.44,78,"8/17/21","(2021-Aug-18 03:16:30)","M45",23.10116667,"23",-0.002834068,-0.002547905,5.36e-05,0.950443513,0.770911761,10.09725788,0.693070813,284.0454151,4.734090251,"mg O2","8/18/21","(2021-Aug-18 11:19:23)","M2",23.0435,-0.006046138,-0.005811003,5.25e-05,0.990464985,1.644646349,3.889021053,1.580685707,647.8220109,10.79703351,21.05355556,787.8749882,13.1312498,"mg O2","SMR",2,2,1,363.7765958,6.062943263,2.280698707,503.8295731,8.397159552,2.773764146,0.692818695,91.37654896,0.693070812844,0.01155118021244,1.580685706596,0.0263447617644,355.277889892801,5.92129816404616,681.579130562291,11.3596521707776,828.930077110369,13.8155012816658,326.30124066949,5.43835400673148,473.652187217568,7.89420311761963
50,"UP","LF","Acute","CH2",10,4.34,78,"8/17/21","(2021-Aug-18 10:11:10)","M82",23.05725,"23",-0.004774007,-0.004382024,4.92e-05,0.985372798,1.265952049,8.210775874,1.162007563,267.7436782,4.462394636,"mg O2","8/18/21","(2021-Aug-18 11:30:23)","M3",23.01758333,-0.009932699,-0.009801843,0.0001273,0.980485099,2.633913477,1.317433538,2.599213418,598.8971009,9.981618348,21.04133333,633.4100687,10.55683448,"mg O2","SMR",2,2,1,331.1534227,5.519223712,2.236830034,365.6663905,6.094439842,2.365733051,0.658012506,83.68770807,1.162007563388,0.01936679272024,2.599213417906,0.04332022363032,302.036348317121,5.03393913786662,615.508038366994,10.258467305774,650.97825366254,10.8496375627552,313.471690049873,5.22452816790736,348.941905345419,5.8156984248886
51,"UP","LF","Acute","CH3",11,4.38,78,"8/17/21","(2021-Aug-18 07:29:30)","M68",23.15066667,"23",-0.004337902,-0.004197938,4.65e-05,0.985726562,1.149682765,3.226518873,1.112588033,254.0155327,4.233592212,"mg O2","8/18/21","(2021-Aug-18 12:14:23)","M7",23.00408333,-0.008790057,-0.008760824,4.89e-05,0.996338365,2.329646369,0.332570077,2.321898662,530.1138498,8.835230829,21.00322222,706.6236953,11.77706159,"mg O2","SMR",2,2,1,276.0983171,4.601638618,2.08693478,452.6081626,7.543469377,2.781812938,0.680959219,86.60612956,1.112588033226,0.01854313388856,2.321898662124,0.03869831103102,286.078947852196,4.76798246457868,544.613628215335,9.07689380256157,725.95140576963,12.0991900978728,258.534680363139,4.30891133798288,439.872457917434,7.33120763329407
52,"UP","LF","Acute","CH4",12,4.1,78,"8/17/21","(2021-Aug-18 01:04:30)","M33",23.1465,"23",-0.003710499,-0.003640153,4.49e-05,0.982358735,0.987141144,1.89585203,0.968426409,236.2015632,3.93669272,"mg O2","8/17/21","(2021-Aug-18 11:52:23)","M5",23.004,-0.007458382,-0.007408568,5.3e-05,0.993987937,1.984228018,0.667892868,1.970975501,480.7257318,8.012095531,21.05355556,719.1381089,11.98563515,"mg O2","SMR",2,2,1,244.5241686,4.07540281,2.035235183,482.9365457,8.048942428,3.044595045,0.656031587,83.61079127,0.96842640912,0.016140440152,1.97097550038,0.0328495916771,269.185875992405,4.48643126654009,495.204310721613,8.25340517972367,740.797232130749,12.3466205372293,226.018434729208,3.76697391318358,471.611356138344,7.86018927068926
53,"UP","LF","Acute","CH5",13,4.25,78,"8/17/21","(2021-Aug-18 05:17:30)","M56",23.03366667,"23",-0.00466567,-0.004717435,3.73e-05,0.992680943,1.238735293,-1.109494595,1.252478994,294.7009398,4.91168233,"mg O2","8/18/21","(2021-Aug-18 11:52:23)","M5",22.93808333,-0.011013157,-0.011137586,5.1e-05,0.997528171,2.923993149,-1.12982092,2.957029036,695.7715378,11.5961923,21.00866667,780.8955093,13.01492516,"mg O2","SMR",2,2,1,401.070598,6.684509967,2.360941021,486.1945695,8.103242825,2.649789681,0.583036741,73.7276259,1.25247899415,0.0208746499025,2.95702903565,0.049283817275,333.697681123285,5.56162801872142,715.679503837404,11.9279917340521,803.239109797171,13.3873185017626,381.981822714119,6.36636371533069,469.541428673886,7.82569048304117
54,"UP","LF","Acute","CH6",14,4.64,78,"8/17/21","(2021-Aug-18 01:04:30)","M33",23.092,"23",-0.004446951,-0.004208318,8.85e-05,0.95035735,1.17442206,5.366223488,1.111399947,239.5258507,3.992097512,"mg O2","8/17/21","(2021-Aug-18 12:14:23)","M7",22.94066667,-0.008186298,-0.007958609,6.11e-05,0.99309559,2.161968485,2.781338915,2.101836814,452.982072,7.549701201,21.02722222,747.9371077,12.46561846,"mg O2","SMR",2,2,1,213.4562213,3.557603688,1.89116152,508.411257,8.47352095,3.122573641,0.674217271,85.43100743,1.111399947248,0.01852333245568,2.10183681408,0.03503061357264,266.985639116607,4.449760652315,464.281183074659,7.73801971893593,766.593529177011,12.7765588179086,197.295543958052,3.28825906662093,499.607890060404,8.32679816559361
55,"UP","LF","Acute","CH7",15,4.15,78,"8/17/21","(2021-Aug-18 07:18:30)","M67",23.08975,"23",-0.003680914,-0.003339815,5.27e-05,0.971440309,0.978607704,9.266695901,0.887923104,213.9573745,3.565956242,"mg O2","8/18/21","(2021-Aug-18 12:25:23)","M8",22.91691667,-0.007670674,-0.007329297,7.35e-05,0.988266488,2.039325278,4.450416088,1.948566818,469.534173,7.82556955,20.95622222,717.3919546,11.95653258,"mg O2","SMR",2,2,1,255.5767985,4.259613308,2.194522036,503.4345801,8.390576335,3.352966713,0.683952224,87.35426738,0.887923104175,0.0147987184043,1.94856681795,0.0324761136325,243.306065549459,4.05510109287003,483.437125251617,8.05728542086028,738.633999724792,12.3105666655119,240.131059702158,4.00218432799024,495.327934175333,8.25546557264186
56,"UP","LF","Acute","CH8",16,4.81,78,"8/17/21","(2021-Aug-18 00:20:30)","M29",23.10016667,"23",-0.005519752,-0.005252592,3.75e-05,0.994048958,1.454366297,4.840065258,1.383974019,287.7284863,4.795474771,"mg O2","8/18/21","(2021-Aug-18 12:36:23)","M9",22.94275,-0.010462224,-0.010225147,7.65e-05,0.993437935,2.756628644,2.266025471,2.694162737,560.1169932,9.335283219,20.97088889,732.4750758,12.20791793,"mg O2","SMR",2,2,1,272.3885069,4.539808448,1.94668592,444.7465895,7.412443158,2.545716224,0.63192453,79.62285824,1.383974019103,0.02306623364851,2.694162737292,0.04490271228339,318.65195653001,5.31086594142851,573.248325040735,9.55413874965548,749.64715485164,12.4941192475273,254.596368510725,4.24327280822696,430.995198321631,7.18325330609883
57,"UP","LF","Acute","CH1",9,2.42,78,"8/18/21","(2021-Aug-18 23:00:57)","M33",24.99008333,"25",-0.00333934,-0.003072451,3.87e-05,0.981589797,0.908594383,7.992281991,0.835976958,345.4450239,5.757417065,"mg O2","8/19/21","(2021-Aug-19 09:13:44)","M1",24.9865,-0.006685382,-0.006454527,6.85e-05,0.986891573,1.819012294,3.453133601,1.756199369,725.7022188,12.09503698,24.97033333,922.0775583,15.36795931,"mg O2","SMR",2,3,1,380.2571949,6.337619915,2.100774852,576.6325344,9.61054224,2.66924545,0.692818695,91.37654896,0.835976957838,0.0139329492973,1.756199369496,0.0292699894916,432.713259466943,7.21188765778238,763.773376625693,12.7295562770949,970.45078817329,16.1741798081505,331.060117158751,5.51766861931251,537.737528706348,8.9622921503681
58,"UP","LF","Acute","CH2",10,4.21,78,"8/18/21","(2021-Aug-19 03:46:57)","M59",24.96991667,"25",-0.005063758,-0.004792035,4.41e-05,0.99012258,1.345156909,5.366027666,1.272975417,302.3694578,5.039490963,"mg O2","8/18/21","(2021-Aug-19 09:35:44)","M3",24.94225,-0.011133264,-0.011001358,6.7e-05,0.995638226,2.957484665,1.184791748,2.92244463,694.1673706,11.56945618,25.03711111,865.003033,14.41671722,"mg O2","SMR",2,3,1,391.7979128,6.529965213,2.295758889,562.6335752,9.377226253,2.860748699,0.658012506,83.68770807,1.272975417338,0.02121625695423,2.922444630226,0.0487074105178,342.961921241371,5.71603202031143,714.304300366247,11.9050716762008,890.095692293473,14.8349282083212,371.342379124876,6.18903965588938,547.133771052102,9.11889618800981
59,"UP","LF","Acute","CH3",11,4.41,78,"8/18/21","(2021-Aug-19 03:02:57)","M55",24.97983333,"25",-0.004113106,-0.004024948,3.69e-05,0.990169959,1.089660397,2.143334142,1.066305334,241.7925928,4.029876546,"mg O2","8/19/21","(2021-Aug-19 09:35:44)","M3",24.94225,-0.009734511,-0.009717771,0.000104442,0.986553117,2.578905598,0.171961755,2.574470867,583.7802419,9.729670699,24.99411111,846.2191225,14.10365204,"mg O2","SMR",2,3,1,341.9876491,5.699794152,2.414384308,604.4265297,10.0737755,3.49977273,0.680959219,86.60612956,1.066305334248,0.01777175556786,2.574470866779,0.04290784778259,271.980092290819,4.53300153743042,599.581317150073,9.99302195318593,869.123583927394,14.4853930637448,327.601224859254,5.4600204157555,597.143491636574,9.95239152631436
60,"UP","LF","Acute","CH4",12,4.01,78,"8/18/21","(2021-Aug-19 03:57:57)","M60",24.99191667,"25",-0.004215225,-0.004349274,4.69e-05,0.986488024,1.122784264,-3.180105943,1.158489993,288.9002475,4.815004126,"mg O2","8/19/21","(2021-Aug-19 09:46:44)","M4",24.9965,-0.010655852,-0.010702029,4.58e-05,0.997841444,2.838335461,-0.433345111,2.850635249,710.8816081,11.8480268,24.944,809.2108005,13.48684668,"mg O2","SMR",2,3,1,421.9813606,7.033022677,2.46064728,520.310553,8.67184255,2.801004179,0.656031587,83.61079127,1.158489992475,0.01930816654526,2.850635248481,0.047510587468,330.556482541531,5.5092747101697,732.953887509276,12.2158981234362,834.336119098941,13.9056019901376,402.397404967745,6.70662341326649,503.77963655741,8.3963272799679
61,"UP","LF","Acute","CH5",13,4.05,78,"8/18/21","(2021-Aug-18 20:48:57)","M21",24.877,"25",-0.005209524,-0.00531313,9.04e-05,0.967142638,1.3868794,-1.988786816,1.414461475,349.2497469,5.820829114,"mg O2","8/18/21","(2021-Aug-19 09:57:44)","M5",24.89058333,-0.010845073,-0.010966998,5.91e-05,0.996587775,2.887175287,-1.124242581,2.919634141,720.8973188,12.01495531,25.00988889,809.5159598,13.49193266,"mg O2","SMR",2,3,1,371.6475719,6.194126198,2.064131256,460.2662129,7.671103548,2.317871285,0.583036741,73.7276259,1.414461474945,0.0235743579117,2.91963414114,0.0486605690055,398.897218626469,6.64828697596567,742.980372605672,12.3830062066591,834.31364461671,13.9052274068431,344.083153979203,5.73471923069343,435.416425990241,7.2569404308774
62,"UP","LF","Acute","CH6",14,4.53,78,"8/18/21","(2021-Aug-18 19:20:57)","M13",24.86191667,"25",-0.005187067,-0.004985893,6.04e-05,0.982949901,1.371937644,3.878378767,1.318728705,291.1100895,4.851834824,"mg O2","8/18/21","(2021-Aug-19 09:13:44)","M1",24.90658333,-0.010603092,-0.010409484,8.98e-05,0.991301727,2.804433022,1.825956214,2.753225303,607.776005,10.12960008,25.01977778,725.6056933,12.09342822,"mg O2","SMR",2,3,1,316.6659155,5.277765258,2.087787497,434.4956038,7.241593397,2.492547388,0.674217271,85.43100743,1.318728705435,0.02197881175272,2.75322530265,0.0458870883624,325.88241821467,5.43137363579173,623.544859977965,10.3924143295463,744.431660193565,12.4071943348495,297.662441763294,4.96104069375453,418.549241978895,6.97582069905778
63,"UP","LF","Acute","CH7",15,4.05,78,"8/18/21","(2021-Aug-19 05:14:57)","M67",24.885,"25",-0.00462212,-0.004255443,4.53e-05,0.986959395,1.230500892,7.933108591,1.13288392,279.7244247,4.662073746,"mg O2","8/19/21","(2021-Aug-19 10:41:44)","M9",24.90491667,-0.008630368,-0.00828925,8.66e-05,0.987290975,2.297576633,3.952531041,2.206764204,544.8800503,9.081334172,24.94511111,735.7919339,12.2631989,"mg O2","SMR",2,3,1,265.1556256,4.419260427,1.947917315,456.0675092,7.601125153,2.630417185,0.683952224,87.35426738,1.132883920035,0.0188813986713,2.206764203715,0.0367794033966,319.48854934079,5.324809156822,561.57121442923,9.3595202408307,758.33125044669,12.6388541758292,242.082665088439,4.03471108400871,438.8427011059,7.31404501900723
64,"UP","LF","Acute","CH8",16,4.73,78,"8/18/21","(2021-Aug-18 23:11:57)","M34",24.86308333,"25",-0.005681346,-0.005442875,3.78e-05,0.994354494,1.498579929,4.197439621,1.435677941,303.5259918,5.058766529,"mg O2","8/19/21","(2021-Aug-19 10:41:44)","M9",24.90491667,-0.010903908,-0.010673851,6.09e-05,0.996177303,2.876145523,2.109855118,2.815463019,595.2353107,9.920588511,24.97544444,713.6164293,11.89360716,"mg O2","SMR",2,3,1,291.7093189,4.861821982,1.961068662,410.0904375,6.834840625,2.35108837,0.63192453,79.62285824,1.435677941214,0.02392796568217,2.815463019611,0.04692438365703,337.159617255304,5.61932695314425,609.605937698718,10.1600989609625,730.845103979208,12.1807517381075,272.446320443414,4.54077200781829,393.685486723904,6.56142478496326
65,"UP","LF","Acute","CH1",17,4.99,78,"8/24/21","(2021-Aug-24 12:22:30)","M88",25.00955556,"25",-0.005259998,-0.005016877,6.87e-05,0.98382864,1.382516834,4.62207956,1.318615806,264.2516645,4.404194408,"mg O2","8/23/21","(2021-Aug-24 14:24:53)","M8",24.97644444,-0.008951999,-0.008640937,7.24e-05,0.993857811,2.35290755,3.474778605,2.271149222,455.1401247,7.585668745,25.00955556,694.8361418,11.58060236,"mg O3","SMR",3,1,1,190.8884602,3.181474337,1.722373729,430.5844773,7.176407955,2.629448496,0.645536041,81.20986935,1.318615805855,0.02197693009592,2.271149222253,0.03785248703755,290.730639742481,4.84551066200795,465.114396467544,7.7519066077924,710.063286444285,11.8343881039984,174.383756725063,2.90639594578446,419.332646701804,6.98887744199043
