FishIDs,Stock,Pond,Trial,Chamber.No,Ind,Mass,Volume,SMR.Start.Date,SMR.Date.Time,SMR.Phase,SMR.Temp.true,Temp.factor,Slope.with.BR.SMR,Slope.SMR,SE.SMR,R2.SMR,MR.abs.with.BR,BR.SMR,SMR.abs,SMR,SMR.units,DO.unit,MMR.Date,MMR.Date.Time,MMR.Phase,MMR.Temp.true,Slope.with.BR.MMR,Slope.MMR,SE.MMR,R2.MMR,MR.abs.with.BR.MMR,BR.MMR,MMR.abs,MMR,MMR.units,MMR.Best.Temp,MMR.Best,MMR.Best.units,DO.unit,Trial.Best.MMR,Experiment,test.Num,Replicate,AS.absolute,AS.absolute.units,AS.factorial,AS.Best.absolute,AS.Best.absolute.units,AS.Best.factorial,K,relative.weight
47,UP,LF,Acute,CH7,15,4.04,78,8/19/21,(2021-Aug-19 18:39:14),M9,20.949,21,-0.003257152,-0.002915992,5.07E-05,0.965505292,0.867236317,10.47418678,0.776400365,192.1783082,3.202971804,mg O2,8/19/21,(2021-Aug-20 10:37:43),M9,20.92658333,-0.006608318,-0.0062672,9.99E-05,0.97088016,1.759504387,5.161948477,1.668679677,413.0395239,6.883992066,22.85644444,464.2759911,7.737933185,mg O2,SMR,2,4,2,220.8612157,3.681020262,2.149251535,272.0976829,4.534961382,2.415860538,0.683952224,87.35426738
48,UP,LF,Acute,CH8,16,4.63,78,8/19/21,(2021-Aug-20 05:50:14),M70,20.93008333,21,-0.003206289,-0.003066269,5.97E-05,0.957772019,0.846883504,4.367040086,0.809899762,174.9243547,2.915405912,mg O2,8/20/21,(2021-Aug-20 11:21:43),M13,20.96441667,-0.00586346,-0.005694262,5.29E-05,0.989935002,1.548727298,2.885625113,1.504036835,324.8459686,5.414099477,22.89611111,510.0780475,8.501300792,mg O2,SMR,2,4,2,149.9216139,2.498693565,1.857065411,335.1536928,5.58589488,2.915992163,0.63192453,79.62285824
49,UP,LF,Acute,CH1,9,2.44,78,8/17/21,(2021-Aug-18 03:16:30),M45,23.10116667,23,-0.002834068,-0.002547905,5.36E-05,0.950443513,0.770911761,10.09725788,0.693070813,284.0454151,4.734090251,mg O2,8/18/21,(2021-Aug-18 11:19:23),M2,23.0435,-0.006046138,-0.005811003,5.25E-05,0.990464985,1.644646349,3.889021053,1.580685707,647.8220109,10.79703351,21.05355556,787.8749882,13.1312498,mg O2,SMR,2,2,1,363.7765958,6.062943263,2.280698707,503.8295731,8.397159552,2.773764146,0.692818695,91.37654896
50,UP,LF,Acute,CH2,10,4.34,78,8/17/21,(2021-Aug-18 10:11:10),M82,23.05725,23,-0.004774007,-0.004382024,4.92E-05,0.985372798,1.265952049,8.210775874,1.162007563,267.7436782,4.462394636,mg O2,8/18/21,(2021-Aug-18 11:30:23),M3,23.01758333,-0.009932699,-0.009801843,0.0001273,0.980485099,2.633913477,1.317433538,2.599213418,598.8971009,9.981618348,21.04133333,633.4100687,10.55683448,mg O2,SMR,2,2,1,331.1534227,5.519223712,2.236830034,365.6663905,6.094439842,2.365733051,0.658012506,83.68770807
51,UP,LF,Acute,CH3,11,4.38,78,8/17/21,(2021-Aug-18 07:29:30),M68,23.15066667,23,-0.004337902,-0.004197938,4.65E-05,0.985726562,1.149682765,3.226518873,1.112588033,254.0155327,4.233592212,mg O2,8/18/21,(2021-Aug-18 12:14:23),M7,23.00408333,-0.008790057,-0.008760824,4.89E-05,0.996338365,2.329646369,0.332570077,2.321898662,530.1138498,8.835230829,21.00322222,706.6236953,11.77706159,mg O2,SMR,2,2,1,276.0983171,4.601638618,2.08693478,452.6081626,7.543469377,2.781812938,0.680959219,86.60612956
52,UP,LF,Acute,CH4,12,4.1,78,8/17/21,(2021-Aug-18 01:04:30),M33,23.1465,23,-0.003710499,-0.003640153,4.49E-05,0.982358735,0.987141144,1.89585203,0.968426409,236.2015632,3.93669272,mg O2,8/17/21,(2021-Aug-18 11:52:23),M5,23.004,-0.007458382,-0.007408568,5.30E-05,0.993987937,1.984228018,0.667892868,1.970975501,480.7257318,8.012095531,21.05355556,719.1381089,11.98563515,mg O2,SMR,2,2,1,244.5241686,4.07540281,2.035235183,482.9365457,8.048942428,3.044595045,0.656031587,83.61079127
53,UP,LF,Acute,CH5,13,4.25,78,8/17/21,(2021-Aug-18 05:17:30),M56,23.03366667,23,-0.00466567,-0.004717435,3.73E-05,0.992680943,1.238735293,-1.109494595,1.252478994,294.7009398,4.91168233,mg O2,8/18/21,(2021-Aug-18 11:52:23),M5,22.93808333,-0.011013157,-0.011137586,5.10E-05,0.997528171,2.923993149,-1.12982092,2.957029036,695.7715378,11.5961923,21.00866667,780.8955093,13.01492516,mg O2,SMR,2,2,1,401.070598,6.684509967,2.360941021,486.1945695,8.103242825,2.649789681,0.583036741,73.7276259
54,UP,LF,Acute,CH6,14,4.64,78,8/17/21,(2021-Aug-18 01:04:30),M33,23.092,23,-0.004446951,-0.004208318,8.85E-05,0.95035735,1.17442206,5.366223488,1.111399947,239.5258507,3.992097512,mg O2,8/17/21,(2021-Aug-18 12:14:23),M7,22.94066667,-0.008186298,-0.007958609,6.11E-05,0.99309559,2.161968485,2.781338915,2.101836814,452.982072,7.549701201,21.02722222,747.9371077,12.46561846,mg O2,SMR,2,2,1,213.4562213,3.557603688,1.89116152,508.411257,8.47352095,3.122573641,0.674217271,85.43100743
55,UP,LF,Acute,CH7,15,4.15,78,8/17/21,(2021-Aug-18 07:18:30),M67,23.08975,23,-0.003680914,-0.003339815,5.27E-05,0.971440309,0.978607704,9.266695901,0.887923104,213.9573745,3.565956242,mg O2,8/18/21,(2021-Aug-18 12:25:23),M8,22.91691667,-0.007670674,-0.007329297,7.35E-05,0.988266488,2.039325278,4.450416088,1.948566818,469.534173,7.82556955,20.95622222,717.3919546,11.95653258,mg O2,SMR,2,2,1,255.5767985,4.259613308,2.194522036,503.4345801,8.390576335,3.352966713,0.683952224,87.35426738
56,UP,LF,Acute,CH8,16,4.81,78,8/17/21,(2021-Aug-18 00:20:30),M29,23.10016667,23,-0.005519752,-0.005252592,3.75E-05,0.994048958,1.454366297,4.840065258,1.383974019,287.7284863,4.795474771,mg O2,8/18/21,(2021-Aug-18 12:36:23),M9,22.94275,-0.010462224,-0.010225147,7.65E-05,0.993437935,2.756628644,2.266025471,2.694162737,560.1169932,9.335283219,20.97088889,732.4750758,12.20791793,mg O2,SMR,2,2,1,272.3885069,4.539808448,1.94668592,444.7465895,7.412443158,2.545716224,0.63192453,79.62285824
57,UP,LF,Acute,CH1,9,2.42,78,8/18/21,(2021-Aug-18 23:00:57),M33,24.99008333,25,-0.00333934,-0.003072451,3.87E-05,0.981589797,0.908594383,7.992281991,0.835976958,345.4450239,5.757417065,mg O2,8/19/21,(2021-Aug-19 09:13:44),M1,24.9865,-0.006685382,-0.006454527,6.85E-05,0.986891573,1.819012294,3.453133601,1.756199369,725.7022188,12.09503698,24.97033333,922.0775583,15.36795931,mg O2,SMR,2,3,1,380.2571949,6.337619915,2.100774852,576.6325344,9.61054224,2.66924545,0.692818695,91.37654896
58,UP,LF,Acute,CH2,10,4.21,78,8/18/21,(2021-Aug-19 03:46:57),M59,24.96991667,25,-0.005063758,-0.004792035,4.41E-05,0.99012258,1.345156909,5.366027666,1.272975417,302.3694578,5.039490963,mg O2,8/18/21,(2021-Aug-19 09:35:44),M3,24.94225,-0.011133264,-0.011001358,6.70E-05,0.995638226,2.957484665,1.184791748,2.92244463,694.1673706,11.56945618,25.03711111,865.003033,14.41671722,mg O2,SMR,2,3,1,391.7979128,6.529965213,2.295758889,562.6335752,9.377226253,2.860748699,0.658012506,83.68770807
59,UP,LF,Acute,CH3,11,4.41,78,8/18/21,(2021-Aug-19 03:02:57),M55,24.97983333,25,-0.004113106,-0.004024948,3.69E-05,0.990169959,1.089660397,2.143334142,1.066305334,241.7925928,4.029876546,mg O2,8/19/21,(2021-Aug-19 09:35:44),M3,24.94225,-0.009734511,-0.009717771,0.000104442,0.986553117,2.578905598,0.171961755,2.574470867,583.7802419,9.729670699,24.99411111,846.2191225,14.10365204,mg O2,SMR,2,3,1,341.9876491,5.699794152,2.414384308,604.4265297,10.0737755,3.49977273,0.680959219,86.60612956
60,UP,LF,Acute,CH4,12,4.01,78,8/18/21,(2021-Aug-19 03:57:57),M60,24.99191667,25,-0.004215225,-0.004349274,4.69E-05,0.986488024,1.122784264,-3.180105943,1.158489993,288.9002475,4.815004126,mg O2,8/19/21,(2021-Aug-19 09:46:44),M4,24.9965,-0.010655852,-0.010702029,4.58E-05,0.997841444,2.838335461,-0.433345111,2.850635249,710.8816081,11.8480268,24.944,809.2108005,13.48684668,mg O2,SMR,2,3,1,421.9813606,7.033022677,2.46064728,520.310553,8.67184255,2.801004179,0.656031587,83.61079127
61,UP,LF,Acute,CH5,13,4.05,78,8/18/21,(2021-Aug-18 20:48:57),M21,24.877,25,-0.005209524,-0.00531313,9.04E-05,0.967142638,1.3868794,-1.988786816,1.414461475,349.2497469,5.820829114,mg O2,8/18/21,(2021-Aug-19 09:57:44),M5,24.89058333,-0.010845073,-0.010966998,5.91E-05,0.996587775,2.887175287,-1.124242581,2.919634141,720.8973188,12.01495531,25.00988889,809.5159598,13.49193266,mg O2,SMR,2,3,1,371.6475719,6.194126198,2.064131256,460.2662129,7.671103548,2.317871285,0.583036741,73.7276259
62,UP,LF,Acute,CH6,14,4.53,78,8/18/21,(2021-Aug-18 19:20:57),M13,24.86191667,25,-0.005187067,-0.004985893,6.04E-05,0.982949901,1.371937644,3.878378767,1.318728705,291.1100895,4.851834824,mg O2,8/18/21,(2021-Aug-19 09:13:44),M1,24.90658333,-0.010603092,-0.010409484,8.98E-05,0.991301727,2.804433022,1.825956214,2.753225303,607.776005,10.12960008,25.01977778,725.6056933,12.09342822,mg O2,SMR,2,3,1,316.6659155,5.277765258,2.087787497,434.4956038,7.241593397,2.492547388,0.674217271,85.43100743
63,UP,LF,Acute,CH7,15,4.05,78,8/18/21,(2021-Aug-19 05:14:57),M67,24.885,25,-0.00462212,-0.004255443,4.53E-05,0.986959395,1.230500892,7.933108591,1.13288392,279.7244247,4.662073746,mg O2,8/19/21,(2021-Aug-19 10:41:44),M9,24.90491667,-0.008630368,-0.00828925,8.66E-05,0.987290975,2.297576633,3.952531041,2.206764204,544.8800503,9.081334172,24.94511111,735.7919339,12.2631989,mg O2,SMR,2,3,1,265.1556256,4.419260427,1.947917315,456.0675092,7.601125153,2.630417185,0.683952224,87.35426738
64,UP,LF,Acute,CH8,16,4.73,78,8/18/21,(2021-Aug-18 23:11:57),M34,24.86308333,25,-0.005681346,-0.005442875,3.78E-05,0.994354494,1.498579929,4.197439621,1.435677941,303.5259918,5.058766529,mg O2,8/19/21,(2021-Aug-19 10:41:44),M9,24.90491667,-0.010903908,-0.010673851,6.09E-05,0.996177303,2.876145523,2.109855118,2.815463019,595.2353107,9.920588511,24.97544444,713.6164293,11.89360716,mg O2,SMR,2,3,1,291.7093189,4.861821982,1.961068662,410.0904375,6.834840625,2.35108837,0.63192453,79.62285824
65,UP,LF,Acute,CH1,17,4.99,78,8/24/21,(2021-Aug-24 12:22:30),M88,25.00955556,25,-0.005259998,-0.005016877,6.87E-05,0.98382864,1.382516834,4.62207956,1.318615806,264.2516645,4.404194408,mg O2,8/23/21,(2021-Aug-24 14:24:53),M8,24.97644444,-0.008951999,-0.008640937,7.24E-05,0.993857811,2.35290755,3.474778605,2.271149222,455.1401247,7.585668745,25.00955556,694.8361418,11.58060236,mg O3,SMR,3,1,1,190.8884602,3.181474337,1.722373729,430.5844773,7.176407955,2.629448496,0.645536041,81.20986935
66,UP,LF,Acute,CH2,18,4.35,78,8/24/21,(2021-Aug-24 09:45:00),M73,25.01322222,25,-0.005262251,-0.004693446,9.43E-05,0.965655315,1.395233323,10.80916264,1.244420284,286.0736285,4.767893808,mg O2,8/23/21,(2021-Aug-24 13:32:23),M3,24.99677778,-0.009528733,-0.008957123,8.48E-05,0.992175814,2.526448147,5.998804284,2.374891468,545.9520615,9.099201026,25.01322222,744.0080471,12.40013412,mg O4,SMR,3,1,1,259.878433,4.331307217,1.908431981,457.9344186,7.63224031,2.600757193,0.663322718,84.25805047
67,UP,LF,Acute,CH3,19,4.97,78,8/24/21,(2021-Aug-24 02:45:00),M33,24.99655556,25,-0.00616898,-0.006133486,0.000100869,0.976797256,1.621874191,0.575355777,1.612542645,324.4552605,5.407587675,mg O2,8/24/21,(2021-Aug-24 13:42:53),M4,25.02944444,-0.011915923,-0.01189569,8.29E-05,0.995740597,3.132791584,0.169801862,3.127472045,629.2700293,10.48783382,24.99655556,813.8252848,13.56375475,mg O5,SMR,3,1,1,304.8147688,5.080246147,1.939466256,489.3700243,8.156167072,2.508281985,0.623155928,78.27205809
68,UP,LF,Acute,CH4,20,4.82,78,8/24/21,(2021-Aug-24 08:21:00),M65,25.00311111,25,-0.00580184,-0.005288586,8.11E-05,0.979660931,1.52848307,8.846403381,1.393267292,289.0596042,4.81766007,mg O2,8/24/21,(2021-Aug-24 13:53:23),M5,25.04966667,-0.011907921,-0.011511807,0.000149025,0.98546703,3.137117962,3.326475647,3.032762497,629.2038376,10.48673063,25.00311111,658.0523395,10.96753899,mg O6,SMR,3,1,1,340.1442334,5.669070557,2.176726974,368.9927353,6.149878922,2.276528197,0.644255085,81.30564108
69,UP,LF,Acute,CH5,21,5.18,78,8/24/21,(2021-Aug-24 04:09:00),M41,24.93533333,25,-0.006246749,-0.005916951,0.000118758,0.965549296,1.637597785,5.279513308,1.551140592,299.4479908,4.990799847,mg O2,8/23/21,(2021-Aug-24 16:51:53),M22,25.04455556,-0.013108561,-0.012712069,0.000240806,0.969388752,3.436435467,3.024682937,3.33249419,643.3386467,10.72231078,24.93533333,907.8695437,15.13115906,mg O7,SMR,3,1,1,343.8906559,5.731510932,2.148415306,608.4215529,10.14035922,3.031810437,0.638016963,80.13869165
70,UP,LF,Acute,CH6,22,5.37,78,8/24/21,(2021-Aug-24 12:33:00),M89,24.93166667,25,-0.007651435,-0.007478067,6.43E-05,0.993655936,2.000605463,2.265825016,1.955275244,364.1108461,6.068514102,mg O2,8/23/21,(2021-Aug-24 14:03:53),M6,24.97755556,-0.013303492,-0.013152763,7.67E-05,0.997019891,3.478437324,1.132999844,3.439026635,640.4146433,10.67357739,24.93166667,753.8424029,12.56404005,mg O8,SMR,3,1,1,276.3037972,4.605063287,1.758845281,389.7315568,6.495525947,2.07036514,0.638867476,80.15228631
71,UP,LF,Acute,CH7,23,3.12,78,8/24/21,(2021-Aug-24 02:24:00),M31,24.93344444,25,-0.004582912,-0.004356762,5.59E-05,0.985692648,1.25190477,4.934626628,1.190127944,561.3811058,9.356351763,mg O2,8/24/21,(2021-Aug-24 14:14:23),M7,24.95544444,-0.011081924,-0.010831218,7.95E-05,0.99528527,2.987332126,2.262293838,2.919749895,935.8172741,15.59695457,24.93344444,1180.12791,19.6687985,mg O9,SMR,3,1,1,374.4361683,6.240602805,1.666991041,618.7468042,10.31244674,2.102186728,0.752664326,98.00785297
72,UP,LF,Acute,CH8,24,4.98,78,8/24/21,(2021-Aug-24 12:01:30),M86,24.93166667,25,-0.007766384,-0.007710137,0.000135653,0.974142265,2.041564963,0.724238156,2.02677917,406.9837691,6.783062819,mg O2,8/23/21,(2021-Aug-24 14:14:23),M7,24.95544444,-0.013723038,-0.013640584,0.000157015,0.988474432,3.60740248,0.60084252,3.585727672,720.0256369,12.00042728,24.93166667,931.3855109,15.52309185,mg O10,SMR,3,1,1,313.0418678,5.217364463,1.769175313,524.4017418,8.74002903,2.288507753,0.607193075,76.20787975
73,UP,LF,Acute,CH1,17,4.94,78,8/25/21,(2021-Aug-25 03:43:09),M50,22.86322222,23,-0.004135208,-0.003844307,5.72E-05,0.980987728,1.087625816,7.034742791,1.011114137,204.6789751,3.411316251,mg O2,8/24/21,(2021-Aug-25 11:12:17),M1,22.98,-0.007966889,-0.007609283,8.58E-05,0.988933787,2.09541936,4.488654534,2.001363224,405.1342558,6.752237597,22.86322222,526.0826901,8.768044835,mg O11,SMR,3,2,1,200.4552807,3.340921345,1.979364298,321.403715,5.356728583,2.570282023,0.645536041,81.20986935
74,UP,LF,Acute,CH2,18,4.4,78,8/25/21,(2021-Aug-25 04:35:39),M55,22.86322222,23,-0.004802058,-0.004234602,8.74E-05,0.963828391,1.272353285,11.81692929,1.122000197,255.0000447,4.250000745,mg O2,8/24/21,(2021-Aug-25 11:22:47),M2,23.01244444,-0.006590807,-0.00601916,0.000129572,0.960819059,1.746300141,8.673387885,1.594836756,362.4628991,6.041048318,22.86322222,649.793587,10.82989312,mg O12,SMR,3,2,1,107.4628544,1.791047573,1.421422885,394.7935423,6.579892372,2.548209698,0.663322718,84.25805047
75,UP,LF,Acute,CH3,19,4.95,78,8/25/21,(2021-Aug-25 09:50:39),M85,22.85488889,23,-0.005269288,-0.005179562,5.42E-05,0.990449554,1.385717274,1.702801904,1.362121254,275.1760109,4.586266848,mg O2,8/25/21,(2021-Aug-25 11:33:17),M3,22.98922222,-0.01003093,-0.010012088,7.19E-05,0.995477105,2.637934,0.187836238,2.632979004,531.9149503,8.865249171,22.85488889,735.9300051,12.26550009,mg O13,SMR,3,2,1,256.7389394,4.278982323,1.932998987,460.7539942,7.679233237,2.674397389,0.623155928,78.27205809
76,UP,LF,Acute,CH4,20,4.66,78,8/25/21,(2021-Aug-25 03:32:39),M49,22.87677778,23,-0.004925889,-0.004453791,7.21E-05,0.977440545,1.300552868,9.584018692,1.175907638,252.3406948,4.205678247,mg O2,8/25/21,(2021-Aug-25 11:43:47),M4,22.93377778,-0.009108132,-0.008719328,0.000100417,0.988463065,2.404765566,4.268756825,2.302111972,494.0154447,8.233590744,22.87677778,592.7503121,9.879171868,mg O14,SMR,3,2,1,241.6747499,4.027912498,1.957731967,340.4096173,5.673493622,2.349008005,0.644255085,81.30564108
77,UP,LF,Acute,CH5,21,5.01,78,8/24/21,(2021-Aug-24 20:22:09),M8,22.96644444,23,-0.005345826,-0.00502758,0.000104508,0.963391987,1.404690512,5.953155457,1.321067102,263.6860484,4.394767473,mg O2,8/25/21,(2021-Aug-25 12:04:47),M6,22.92122222,-0.010938266,-0.010606419,9.47E-05,0.993037937,2.874182519,3.033814318,2.786985158,556.2844627,9.271407711,22.96644444,811.8332052,13.53055342,mg O15,SMR,3,2,1,292.5984143,4.876640238,2.109646931,548.1471568,9.135785947,3.078787104,0.638016963,80.13869165
78,UP,LF,Acute,CH6,22,5.14,78,8/24/21,(2021-Aug-24 21:04:09),M12,22.83655556,23,-0.005601469,-0.005385297,9.19E-05,0.975490985,1.469242791,3.859188093,1.412541948,274.8136086,4.580226809,mg O2,8/24/21,(2021-Aug-25 12:15:17),M7,22.95911111,-0.01245888,-0.012312316,7.73E-05,0.996539236,3.267914508,1.176386392,3.229471207,628.3017912,10.47169652,22.83655556,734.7046391,12.24507732,mg O16,SMR,3,2,1,353.4881826,5.89146971,2.286283399,459.8910305,7.664850508,2.673465273,0.638867476,80.15228631
79,UP,LF,Acute,CH7,23,3.01,78,8/25/21,(2021-Aug-25 08:26:39),M77,22.85644444,23,-0.00307043,-0.002992269,6.62E-05,0.958853106,0.828905662,2.545601609,0.807805026,268.3737627,4.472896045,mg O2,8/25/21,(2021-Aug-25 12:15:17),M7,22.95911111,-0.006754673,-0.00651092,8.11E-05,0.986528454,1.823518658,3.608658944,1.757714089,583.9581691,9.732636151,22.85644444,605.7021275,10.09503546,mg O17,SMR,3,2,1,315.5844064,5.259740107,2.175913782,337.3283648,5.622139413,2.25693496,0.752664326,98.00785297
80,UP,LF,Acute,CH8,24,4.81,78,8/25/21,(2021-Aug-25 10:32:39),M89,22.89611111,23,-0.00447163,-0.004425152,7.42E-05,0.975917609,1.178202909,1.039394059,1.165956738,242.4026481,4.040044136,mg O2,8/24/21,(2021-Aug-25 12:36:17),M9,22.97255556,-0.01095003,-0.010875158,0.000111899,0.990769323,2.885157617,0.683759717,2.865430072,595.7235076,9.928725127,22.89611111,630.0729534,10.50121589,mg O18,SMR,3,2,1,353.3208595,5.888680992,2.457578382,387.6703053,6.461171755,2.599282468,0.607193075,76.20787975
81,UP,LF,Acute,CH1,17,5.06,78,8/26/21,(2021-Aug-26 02:41:58),M56,21.05355556,21,-0.003119777,-0.002843032,7.70E-05,0.939569019,0.819203413,8.870660672,0.746534658,147.5364937,2.458941562,mg O2,8/25/21,(2021-Aug-26 10:54:33),M10,21.01111111,-0.005237101,-0.004943658,7.69E-05,0.979140924,1.375178917,5.603147192,1.298125618,256.5465648,4.275776081,21.05355556,477.816637,7.963610617,mg O19,SMR,3,3,1,109.0100711,1.816834518,1.738868522,330.2801433,5.504669055,3.238633541,0.645536041,81.20986935
82,UP,LF,Acute,CH2,18,4.25,78,8/26/21,(2021-Aug-26 08:07:28),M87,21.04133333,21,-0.003969334,-0.003401,9.34E-05,0.937665206,1.053858076,14.3181234,0.902965376,212.4624414,3.54104069,mg O2,8/26/21,(2021-Aug-26 09:41:03),M3,21.033,-0.005686176,-0.005114577,9.46E-05,0.970798163,1.509679837,10.05243521,1.35792025,319.510647,5.325177451,21.04133333,532.0160799,8.866934665,mg O20,SMR,3,3,1,107.0482056,1.78413676,1.503845314,319.5536385,5.325893975,2.504047663,0.663322718,84.25805047
83,UP,LF,Acute,CH3,19,4.99,78,8/26/21,(2021-Aug-26 05:08:58),M70,21.00322222,21,-0.004193948,-0.004133732,8.32E-05,0.965539791,1.102320495,1.435779413,1.086493605,217.7341893,3.628903155,mg O2,8/26/21,(2021-Aug-26 09:41:03),M3,21.033,-0.009517139,-0.009498076,0.00011222,0.987864829,2.501446628,0.200298948,2.496436257,500.287827,8.33813045,21.00322222,567.9352609,9.465587682,mg O21,SMR,3,3,1,282.5536377,4.709227295,2.297699909,350.2010716,5.836684527,2.608388066,0.623155928,78.27205809
84,UP,LF,Acute,CH4,20,4.58,78,8/25/21,(2021-Aug-25 17:46:28),M5,21.05355556,21,-0.003781272,-0.003413741,5.89E-05,0.974478393,0.999435694,9.719780858,0.902292734,197.0071472,3.283452454,mg O2,8/25/21,(2021-Aug-26 10:02:03),M5,21.06777778,-0.006362017,-0.005961823,9.23E-05,0.979340086,1.681557558,6.290376159,1.575781263,344.0570442,5.734284071,21.05355556,586.5832781,9.776387968,mg O22,SMR,3,3,1,147.049897,2.450831617,1.746419097,389.5761309,6.492935515,2.977472069,0.644255085,81.30564108
85,UP,LF,Acute,CH5,21,4.94,78,8/26/21,(2021-Aug-26 08:07:28),M87,21.00866667,21,-0.004288115,-0.003889593,6.92E-05,0.972904018,1.127842901,9.293651339,1.023025114,207.0901041,3.451501736,mg O2,8/26/21,(2021-Aug-26 10:33:33),M8,21.01888889,-0.008935725,-0.008594493,0.000105582,0.98689342,2.350238754,3.81874416,2.260489149,457.5888965,7.626481609,21.00866667,669.4332798,11.15722133,mg O23,SMR,3,3,1,250.4987924,4.174979873,2.209612567,462.3431757,7.705719595,3.232570106,0.638016963,80.13869165
86,UP,LF,Acute,CH6,22,4.99,78,8/26/21,(2021-Aug-26 01:59:58),M52,21.02722222,21,-0.004166923,-0.004025165,7.05E-05,0.973895208,1.095217386,3.401981979,1.057958287,212.0156889,3.533594815,mg O2,8/26/21,(2021-Aug-26 10:23:03),M7,21.02722222,-0.012332554,-0.012187031,0.00012709,0.990520809,3.241439209,1.179991986,3.203190486,641.921941,10.69869902,21.02722222,641.921941,10.69869902,mg O24,MMR,3,3,1,429.9062521,7.165104202,3.027709621,429.9062521,7.165104202,3.027709621,0.638867476,80.15228631
87,UP,LF,Acute,CH7,23,3.01,78,8/26/21,(2021-Aug-26 04:05:58),M64,20.95622222,21,-0.002987235,-0.002888889,5.69E-05,0.966836593,0.806445887,3.292218369,0.779895928,259.1016371,4.318360618,mg O2,8/26/21,(2021-Aug-26 10:23:03),M7,21.02722222,-0.005283278,-0.005046889,6.52E-05,0.985537834,1.426294765,4.474272277,1.362478454,452.6506491,7.544177486,20.95622222,620.1924573,10.33654095,mg O25,SMR,3,3,1,193.549012,3.225816867,1.747000344,361.0908202,6.018180337,2.393626162,0.752664326,98.00785297
88,UP,LF,Acute,CH8,24,4.76,78,8/26/21,(2021-Aug-26 07:56:58),M86,20.97088889,21,-0.003547788,-0.003618893,7.13E-05,0.966467143,0.935424075,-2.004182771,0.954171683,200.4562359,3.340937266,mg O2,8/26/21,(2021-Aug-26 09:30:33),M2,21.01355556,-0.008506845,-0.008606988,0.000125259,0.981703101,2.24294889,-1.177198824,2.269352858,476.7548022,7.94591337,20.97088889,603.7590461,10.06265077,mg O26,SMR,3,3,1,276.2985663,4.604976105,2.378348571,403.3028102,6.721713503,3.01192449,0.607193075,76.20787975
89,UP,LF,Acute,CH1,17,4.83,78,8/27/21,(2021-Aug-27 07:32:00),M83,24.97033333,25,-0.00432462,-0.00408484,8.79E-05,0.960921237,1.139156842,5.544545083,1.075995777,222.7734529,3.712890881,mg O2,8/27/21,(2021-Aug-27 09:11:09),M1,24.94922222,-0.006211356,-0.00585375,0.000121457,0.963498528,1.636145769,5.757295585,1.541948021,319.2438967,5.320731611,24.97033333,539.0002879,8.983338132,mg O27,SMR,3,4,2,96.4704438,1.60784073,1.433042818,316.226835,5.27044725,2.419499635,0.645536041,81.20986935
90,UP,LF,Acute,CH2,18,4.18,78,8/27/21,(2021-Aug-27 05:47:00),M73,25.03711111,25,-0.005012089,-0.004441115,7.39E-05,0.976195268,1.331972656,11.3919383,1.180235153,282.3529075,4.705881791,mg O2,8/27/21,(2021-Aug-27 09:32:09),M3,24.99411111,-0.008722224,-0.008150619,0.000110092,0.984198723,2.31794856,6.553429738,2.16604343,518.1922081,8.636536802,25.03711111,776.3888458,12.9398141,mg O28,SMR,3,4,2,235.8393006,3.93065501,1.835264289,494.0359383,8.233932305,2.749710824,0.663322718,84.25805047
91,UP,LF,Acute,CH3,19,4.72,78,8/27/21,(2021-Aug-27 05:57:30),M74,24.99411111,25,-0.005623782,-0.005553742,7.23E-05,0.985317315,1.48359876,1.245424084,1.465121664,310.4071322,5.173452203,mg O2,8/27/21,(2021-Aug-27 09:32:09),M3,24.99411111,-0.015416285,-0.015397443,8.26E-05,0.99747474,4.066939209,0.122219603,4.061968612,860.5865704,14.34310951,24.99411111,860.5865704,14.34310951,mg O29,MMR,3,4,2,550.1794382,9.169657303,2.772444577,550.1794382,9.169657303,2.772444577,0.623155928,78.27205809
92,UP,LF,Acute,CH4,20,4.66,78,8/27/21,(2021-Aug-27 06:50:00),M79,24.944,25,-0.005088895,-0.004525686,0.000103822,0.955737854,1.343590467,11.06742224,1.194889637,256.4140852,4.273568086,mg O2,8/26/21,(2021-Aug-27 09:42:39),M4,24.98833333,-0.009274773,-0.008885969,6.92E-05,0.994695647,2.448762555,4.192059946,2.346108961,503.4568586,8.390947644,24.944,545.7386945,9.095644908,mg O30,SMR,3,4,2,247.0427734,4.117379557,1.96345243,289.3246093,4.822076822,2.128349127,0.644255085,81.30564108
93,UP,LF,Acute,CH5,21,4.8,78,8/26/21,(2021-Aug-26 21:44:00),M27,25.00988889,25,-0.00518157,-0.00483299,9.80E-05,0.965246808,1.365447397,6.727301971,1.273589627,265.3311723,4.422186206,mg O2,8/27/21,(2021-Aug-27 10:03:39),M6,24.97422222,-0.00975194,-0.009420094,7.50E-05,0.994447353,2.569831333,3.402878459,2.482383097,517.1631451,8.619385752,25.00988889,1026.197403,17.10329006,mg O31,SMR,3,4,2,251.8319728,4.197199547,1.949123206,760.8662307,12.68110385,3.867609652,0.638016963,80.13869165
